ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2025-01-01T22:48:30.820857701Z,2025-01-01T22:48:30.820730107Z,10,1,29307,M,B,0,1.2504,3,130,12833,28101699,1.2504,1.251,17,33,2,2,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:31.820885524Z,2025-01-01T22:48:31.820770663Z,10,1,29307,C,B,0,1.2504,3,130,13819,28101706,1.2504,1.251,14,33,1,2,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:31.820898741Z,2025-01-01T22:48:31.820789035Z,10,1,29307,M,A,0,1.251,3,130,11944,28101707,1.2504,1.251,14,27,1,2,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:32.820989961Z,2025-01-01T22:48:32.820860925Z,10,1,29307,M,B,0,1.2504,11,130,17474,28101713,1.2504,1.251,11,27,1,2,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:32.820999130Z,2025-01-01T22:48:32.820874097Z,10,1,29307,C,A,0,1.251,3,130,13083,28101714,1.2504,1.251,11,24,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:32.821009590Z,2025-01-01T22:48:32.820885309Z,10,1,29307,M,A,0,1.251,22,130,12748,28101715,1.2504,1.251,11,22,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:33.820898094Z,2025-01-01T22:48:33.820780605Z,10,1,29307,M,B,0,1.2504,8,130,15430,28101725,1.2504,1.251,8,22,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:33.820906925Z,2025-01-01T22:48:33.820789513Z,10,1,29307,M,A,0,1.251,17,130,12706,28101726,1.2504,1.251,8,17,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:34.820926919Z,2025-01-01T22:48:34.820796319Z,10,1,29307,M,B,0,1.2504,6,130,18157,28101735,1.2504,1.251,6,17,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:34.820936303Z,2025-01-01T22:48:34.820806015Z,10,1,29307,M,A,0,1.251,13,130,12955,28101736,1.2504,1.251,6,13,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:35.820974029Z,2025-01-01T22:48:35.820855239Z,10,1,29307,M,B,0,1.2504,4,130,15987,28101747,1.2504,1.251,4,13,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:35.820982154Z,2025-01-01T22:48:35.820864627Z,10,1,29307,M,A,0,1.251,10,130,11963,28101748,1.2504,1.251,4,10,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:36.820980296Z,2025-01-01T22:48:36.820856349Z,10,1,29307,M,B,0,1.2504,3,130,15516,28101758,1.2504,1.251,3,10,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:36.820989266Z,2025-01-01T22:48:36.820865851Z,10,1,29307,M,A,0,1.251,8,130,12009,28101759,1.2504,1.251,3,8,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:37.820979866Z,2025-01-01T22:48:37.820848777Z,10,1,29307,M,B,0,1.2504,2,130,16202,28101764,1.2504,1.251,2,8,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:37.820989005Z,2025-01-01T22:48:37.820859529Z,10,1,29307,M,A,0,1.251,6,130,12925,28101765,1.2504,1.251,2,6,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:38.821016816Z,2025-01-01T22:48:38.820888701Z,10,1,29307,M,B,0,1.2504,1,130,17886,28101769,1.2504,1.251,1,6,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:38.821025732Z,2025-01-01T22:48:38.820899261Z,10,1,29307,M,A,0,1.251,4,130,12771,28101770,1.2504,1.251,1,4,1,1,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:39.821022234Z,2025-01-01T22:48:39.820909503Z,10,1,29307,C,B,0,1.2504,1,130,15764,28101777,1.2503,1.251,33,4,6,1,1.2502,1.2511,35,32,2,5,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:39.821032003Z,2025-01-01T22:48:39.820927589Z,10,1,29307,M,A,0,1.251,3,130,12096,28101778,1.2503,1.251,33,3,6,1,1.2502,1.2511,35,32,2,5,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:40.821013979Z,2025-01-01T22:48:40.820895941Z,10,1,29307,M,A,0,1.251,2,130,15343,28101784,1.2503,1.251,33,2,6,1,1.2502,1.2511,35,32,2,5,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:41.821015702Z,2025-01-01T22:48:41.820900479Z,10,1,29307,M,A,0,1.251,1,130,15791,28101790,1.2503,1.251,33,1,6,1,1.2502,1.2511,35,32,2,5,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,6BH5
2025-01-01T22:48:42.821006405Z,2025-01-01T22:48:42.820897997Z,10,1,29307,C,A,0,1.251,1,130,14749,28101794,1.2503,1.2511,33,32,6,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:06.822086582Z,2025-01-01T22:49:06.821940701Z,10,1,29307,C,B,0,1.2503,6,130,17914,28101880,1.2503,1.2511,27,32,5,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:07.821980747Z,2025-01-01T22:49:07.821865191Z,10,1,29307,C,B,0,1.2503,5,130,16231,28101885,1.2503,1.2511,22,32,4,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:13.822000341Z,2025-01-01T22:49:13.821879983Z,10,1,29307,M,B,0,1.2503,2,130,15663,28101926,1.2503,1.2511,18,32,4,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:14.822031370Z,2025-01-01T22:49:14.821919255Z,10,1,29307,C,B,0,1.2503,2,130,14648,28101933,1.2503,1.2511,16,32,3,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:14.822042720Z,2025-01-01T22:49:14.821931583Z,10,1,29307,M,B,0,1.2503,4,130,13075,28101934,1.2503,1.2511,14,32,3,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:15.822019513Z,2025-01-01T22:49:15.821905903Z,10,1,29307,M,B,0,1.2503,1,130,15115,28101944,1.2503,1.2511,11,32,3,5,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:15.822029343Z,2025-01-01T22:49:15.821916291Z,10,1,29307,C,A,0,1.2511,6,130,12900,28101945,1.2503,1.2511,11,26,3,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:16.822035528Z,2025-01-01T22:49:16.821926151Z,10,1,29307,C,B,0,1.2503,1,130,15447,28101952,1.2503,1.2511,10,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:16.822047700Z,2025-01-01T22:49:16.821939667Z,10,1,29307,M,B,0,1.2503,7,130,12934,28101953,1.2503,1.2511,8,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:17.822035565Z,2025-01-01T22:49:17.821917925Z,10,1,29307,M,B,0,1.2503,5,130,15194,28101960,1.2503,1.2511,6,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:18.822088725Z,2025-01-01T22:49:18.821964159Z,10,1,29307,M,B,0,1.2503,3,130,16213,28101967,1.2503,1.2511,4,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:19.822092755Z,2025-01-01T22:49:19.821976971Z,10,1,29307,M,B,0,1.2503,2,130,14631,28101975,1.2503,1.2511,3,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:20.822106598Z,2025-01-01T22:49:20.821997701Z,10,1,29307,M,B,0,1.2503,1,130,14907,28101983,1.2503,1.2511,2,26,2,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:21.822183030Z,2025-01-01T22:49:21.822069903Z,10,1,29307,C,B,0,1.2503,1,130,16289,28101992,1.2503,1.2511,1,26,1,4,1.2502,1.2512,35,37,2,6,1.2501,1.2513,34,33,5,5,1.25,1.2514,34,32,5,3,1.2499,1.2515,35,34,8,7,1.2498,1.2516,36,32,3,4,1.2497,1.2517,34,52,1,5,1.2496,1.2518,35,33,1,5,1.2495,1.2519,35,34,1,4,1.2494,1.252,35,33,1,4,6BH5
2025-01-01T22:49:22.822229903Z,2025-01-01T22:49:22.822116043Z,10,1,29307,C,B,0,1.2503,1,130,15899,28101998,1.2502,1.2511,35,26,2,4,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:22.822238021Z,2025-01-01T22:49:22.822126967Z,10,1,29307,M,A,0,1.2511,1,130,11843,28101999,1.2502,1.2511,35,21,2,4,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:23.822226345Z,2025-01-01T22:49:23.822118715Z,10,1,29307,C,A,0,1.2511,1,130,16142,28102005,1.2502,1.2511,35,20,2,3,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:23.822237695Z,2025-01-01T22:49:23.822128449Z,10,1,29307,M,A,0,1.2511,1,130,13154,28102006,1.2502,1.2511,35,17,2,3,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:24.822241111Z,2025-01-01T22:49:24.822134477Z,10,1,29307,C,A,0,1.2511,1,130,15737,28102012,1.2502,1.2511,35,16,2,2,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:24.822251056Z,2025-01-01T22:49:24.822144499Z,10,1,29307,M,A,0,1.2511,1,130,12748,28102013,1.2502,1.2511,35,13,2,2,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:25.822280391Z,2025-01-01T22:49:25.822171357Z,10,1,29307,C,A,0,1.2511,1,130,15253,28102020,1.2502,1.2511,35,12,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:25.822290643Z,2025-01-01T22:49:25.822181165Z,10,1,29307,M,A,0,1.2511,10,130,12843,28102021,1.2502,1.2511,35,10,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:26.822307331Z,2025-01-01T22:49:26.822196331Z,10,1,29307,M,A,0,1.2511,8,130,15337,28102028,1.2502,1.2511,35,8,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:27.822359485Z,2025-01-01T22:49:27.822246107Z,10,1,29307,M,A,0,1.2511,6,130,15343,28102037,1.2502,1.2511,35,6,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:28.822394630Z,2025-01-01T22:49:28.822280391Z,10,1,29307,M,A,0,1.2511,4,130,15500,28102042,1.2502,1.2511,35,4,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:29.822450072Z,2025-01-01T22:49:29.822332549Z,10,1,29307,M,A,0,1.2511,3,130,15775,28102047,1.2502,1.2511,35,3,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:30.822484046Z,2025-01-01T22:49:30.822358885Z,10,1,29307,M,A,0,1.2511,2,130,16097,28102053,1.2502,1.2511,35,2,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
2025-01-01T22:49:31.822568658Z,2025-01-01T22:49:31.822417559Z,10,1,29307,M,A,0,1.2511,1,130,16260,28102058,1.2502,1.2511,35,1,2,1,1.2501,1.2512,34,37,5,6,1.25,1.2513,34,33,5,5,1.2499,1.2514,35,32,8,3,1.2498,1.2515,36,34,3,7,1.2497,1.2516,34,32,1,4,1.2496,1.2517,35,52,1,5,1.2495,1.2518,35,33,1,5,1.2494,1.2519,35,34,1,4,1.2493,1.252,35,33,1,4,6BH5
